Frequency(Hz),R(ohm),X(ohm),V(V),SoC(%)
0.08,0.0918962,-0.0233149,3.28568,35
0.1,0.0894381,-0.0210807,3.28579,35
0.2,0.0830247,-0.015607,3.28591,35
0.3,0.0800162,-0.0132032,3.28593,35
0.5,0.0768372,-0.010802,3.28599,35
0.8,0.0744129,-0.00912637,3.28603,35
1,0.0733956,-0.00849396,3.28607,35
2,0.0705633,-0.00705168,3.28609,35
3,0.0690745,-0.00653781,3.28614,35
5,0.0672777,-0.00608771,3.28617,35
8,0.0656917,-0.00587734,3.2862,35
10,0.0649495,-0.00584367,3.2862,35
11,0.0646406,-0.00585231,3.28621,35
21,0.0624005,-0.00600843,3.28622,35
31,0.0609181,-0.00627689,3.28622,35
61,0.0580117,-0.0066276,3.28623,35
81,0.0567192,-0.0066651,3.28623,35
100,0.0557057,-0.00668021,3.28623,35
110,0.0552433,-0.00665309,3.28624,35
210,0.0520842,-0.00627777,3.28622,35
310,0.0502314,-0.00577893,3.28623,35
510,0.0479558,-0.00464656,3.28622,35
810,0.0459985,-0.0031054,3.28623,35
1000,0.0451646,-0.00218375,3.28623,35
0.01,0.136696,-0.0586796,3.28365,40
0.02,0.1135,-0.0451636,3.2867,40
0.03,0.104057,-0.0372304,3.28663,40
0.05,0.0953666,-0.0288764,3.28686,40
0.08,0.0893427,-0.0230637,3.28698,40
0.1,0.0869135,-0.0208326,3.28706,40
0.2,0.0806049,-0.0153609,3.28717,40
0.3,0.0776503,-0.0129614,3.28718,40
0.5,0.07455,-0.0105522,3.28721,40
0.8,0.0721982,-0.00888065,3.28727,40
1,0.0712203,-0.00824685,3.28729,40
2,0.0685181,-0.00682231,3.28735,40
3,0.0670706,-0.00627402,3.28738,40
5,0.0653676,-0.00587744,3.28741,40
8,0.0638621,-0.0056809,3.28743,40
10,0.0631441,-0.005642,3.28745,40
11,0.0628534,-0.00566149,3.28745,40
21,0.060691,-0.0058646,3.28746,40
31,0.0591954,-0.00614253,3.28746,40
61,0.0563605,-0.00641991,3.28748,40
81,0.0550403,-0.0064875,3.28746,40
100,0.0540873,-0.00647358,3.28746,40
110,0.0535989,-0.00643808,3.28747,40
210,0.0505498,-0.00599198,3.28745,40
310,0.0487799,-0.00538723,3.28748,40
510,0.0466176,-0.0042249,3.28745,40
810,0.0447721,-0.00260091,3.28746,40
1000,0.0439873,-0.00164538,3.28747,40
0.01,0.337798,-0.928503,3.5273,100
0.02,0.213548,-0.551044,3.53098,100
0.03,0.170108,-0.404736,3.53559,100
0.05,0.134711,-0.266856,3.53902,100
0.08,0.114304,-0.185412,3.54024,100
0.1,0.10713,-0.154259,3.54179,100
0.2,0.0910896,-0.0866875,3.54351,100
0.3,0.084589,-0.0629647,3.5446,100
0.5,0.0781788,-0.0428167,3.54545,100
0.8,0.0734807,-0.0305891,3.54602,100
1,0.0715655,-0.0262347,3.5464,100
2,0.0667691,-0.0164595,3.54671,100
3,0.0647342,-0.0126453,3.54693,100
5,0.06283,-0.0092715,3.54707,100
8,0.0615678,-0.00737756,3.54717,100
10,0.061018,-0.006802,3.54725,100
11,0.0607654,-0.0065702,3.5473,100
21,0.0590869,-0.00603078,3.54735,100
31,0.057787,-0.00602702,3.54739,100
61,0.055229,-0.00608555,3.54743,100
81,0.0540668,-0.0060835,3.54742,100
100,0.0531942,-0.00605264,3.54739,100
110,0.0527865,-0.00604692,3.54739,100
210,0.0498952,-0.00564053,3.54736,100
310,0.0481765,-0.00507042,3.54738,100
510,0.0459776,-0.00387667,3.54737,100
810,0.0440912,-0.00207747,3.54736,100
1000,0.0432679,-0.000983595,3.54735,100
0.01,0.121589,-0.0502706,3.32566,90
0.02,0.101952,-0.0374665,3.32778,90
0.03,0.0945472,-0.0301035,3.32775,90
0.05,0.088122,-0.0225063,3.32798,90
0.08,0.0839168,-0.0173741,3.32813,90
0.1,0.0822985,-0.0154687,3.32824,90
0.2,0.0781173,-0.0109826,3.32835,90
0.3,0.076163,-0.00910954,3.32838,90
0.5,0.0741356,-0.00732359,3.32845,90
0.8,0.0725838,-0.00608849,3.32849,90
1,0.0719524,-0.00565142,3.32852,90
2,0.0701991,-0.00468969,3.32855,90
3,0.0692657,-0.00439318,3.32857,90
5,0.0681403,-0.00428949,3.3286,90
8,0.0670502,-0.00441945,3.32861,90
10,0.0665026,-0.00455666,3.32861,90
11,0.0662462,-0.00460645,3.32862,90
21,0.0643774,-0.00521263,3.32863,90
31,0.0630532,-0.00562737,3.32866,90
61,0.0603029,-0.00625283,3.32864,90
81,0.0590167,-0.00642197,3.32863,90
100,0.0580258,-0.00649527,3.32863,90
110,0.0575883,-0.00650996,3.32863,90
210,0.0544232,-0.00624008,3.32863,90
310,0.0525495,-0.00578004,3.32863,90
510,0.0502784,-0.00478651,3.32863,90
810,0.048297,-0.00334541,3.32863,90
1000,0.047465,-0.00248532,3.32863,90
0.01,0.133586,-0.131834,3.37533,100
0.02,0.11265,-0.0807967,3.38045,100
0.03,0.104006,-0.0615462,3.38113,100
0.05,0.0951759,-0.0442047,3.38179,100
0.08,0.088625,-0.0332394,3.38212,100
0.1,0.0859694,-0.0292349,3.38235,100
0.2,0.0789752,-0.0197446,3.38258,100
0.3,0.075822,-0.0157997,3.38265,100
0.5,0.0726674,-0.0120174,3.38274,100
0.8,0.0704146,-0.00944515,3.38281,100
1,0.0695265,-0.00850146,3.38287,100
2,0.0672453,-0.00639716,3.38292,100
3,0.0661449,-0.00568509,3.38296,100
5,0.0648017,-0.00511069,3.383,100
8,0.0636196,-0.00496408,3.38303,100
10,0.0630425,-0.00499,3.38303,100
11,0.062798,-0.00504324,3.38307,100
21,0.060891,-0.00538097,3.38307,100
31,0.0595212,-0.00571306,3.38307,100
61,0.0567746,-0.00629596,3.38308,100
81,0.0555025,-0.00643082,3.38308,100
100,0.0545425,-0.00648254,3.38308,100
110,0.0540885,-0.00648349,3.38307,100
210,0.050908,-0.00624689,3.38306,100
310,0.0489802,-0.00575465,3.38308,100
510,0.0465839,-0.00459932,3.38307,100
810,0.0444972,-0.00289654,3.38308,100
1000,0.0436195,-0.00184351,3.38308,100
0.01,0.150027,-0.0646316,3.24711,25
0.02,0.126283,-0.0490501,3.25066,25
0.03,0.116301,-0.0404412,3.25071,25
0.05,0.106933,-0.0314352,3.25102,25
0.08,0.100379,-0.0251343,3.25117,25
0.1,0.0977279,-0.0226929,3.25126,25
0.2,0.0908928,-0.0167844,3.25141,25
0.3,0.0876807,-0.0142199,3.25143,25
0.5,0.0842657,-0.0116987,3.25151,25
0.8,0.0816162,-0.00998807,3.25154,25
1,0.0804798,-0.00933361,3.25157,25
2,0.0772545,-0.00782061,3.25163,25
3,0.0755151,-0.00717785,3.25167,25
5,0.0734724,-0.00655325,3.2517,25
8,0.0717424,-0.00611191,3.25173,25
10,0.0709881,-0.00591691,3.25174,25
11,0.070681,-0.00585547,3.25173,25
21,0.0685357,-0.00566862,3.25176,25
31,0.0672307,-0.00573786,3.25178,25
61,0.0647039,-0.00588135,3.25176,25
81,0.0635823,-0.00592313,3.25176,25
100,0.0627326,-0.00594409,3.25177,25
110,0.0623422,-0.00593312,3.25176,25
210,0.0596436,-0.00568782,3.25176,25
310,0.0579726,-0.00532547,3.25176,25
510,0.055846,-0.00454646,3.25177,25
810,0.0539798,-0.00333524,3.25176,25
1000,0.0531612,-0.00259286,3.25177,25
0.01,0.139682,-0.0605886,3.28263,35
0.02,0.115874,-0.0468196,3.28592,35
0.03,0.106061,-0.038769,3.28586,35
0.05,0.0969048,-0.0302643,3.2861,35
0.08,0.0904962,-0.0243256,3.28622,35
0.1,0.0878972,-0.022027,3.28631,35
0.2,0.0811056,-0.0163486,3.28641,35
0.3,0.0779123,-0.0138156,3.28642,35
0.5,0.0745646,-0.011256,3.28645,35
0.8,0.0720404,-0.00945468,3.28652,35
1,0.0709718,-0.00874879,3.28656,35
2,0.0680958,-0.0071683,3.28659,35
3,0.0666151,-0.00656257,3.28664,35
5,0.064852,-0.00604781,3.28666,35
8,0.0633177,-0.00578885,3.28669,35
10,0.0626006,-0.00572427,3.28669,35
11,0.0622988,-0.0057441,3.28671,35
21,0.0601423,-0.00588453,3.28672,35
31,0.0586575,-0.00613424,3.28671,35
61,0.0558235,-0.00646369,3.28673,35
81,0.0545372,-0.00652111,3.28673,35
100,0.0535355,-0.00650117,3.28671,35
110,0.0530971,-0.00648584,3.28673,35
210,0.0499737,-0.00601389,3.28672,35
310,0.0481598,-0.00540621,3.28673,35
510,0.0459622,-0.00420536,3.28673,35
810,0.0440859,-0.00249389,3.28673,35
1000,0.0433204,-0.00148594,3.28672,35
0.01,0.117168,-0.0516892,3.32548,95
0.02,0.0977329,-0.0379046,3.32759,95
0.03,0.0905386,-0.0302354,3.32766,95
0.05,0.0843569,-0.0224282,3.32793,95
0.08,0.0803201,-0.0172205,3.32811,95
0.1,0.0787501,-0.0152985,3.32824,95
0.2,0.0747211,-0.0107949,3.32836,95
0.3,0.0728459,-0.00894074,3.32841,95
0.5,0.0708865,-0.0071614,3.32847,95
0.8,0.0693823,-0.00596981,3.3285,95
1,0.0687691,-0.00554519,3.32854,95
2,0.0670458,-0.00464619,3.32858,95
3,0.0661285,-0.00439007,3.32861,95
5,0.0650022,-0.00433433,3.32863,95
8,0.0638945,-0.00449333,3.32865,95
10,0.0633357,-0.00459053,3.32865,95
11,0.0630805,-0.0046727,3.32866,95
21,0.0611752,-0.0053085,3.32867,95
31,0.0598034,-0.00571061,3.32866,95
61,0.0569692,-0.00632765,3.32868,95
81,0.0556681,-0.00647651,3.32866,95
100,0.0546963,-0.00651761,3.32866,95
110,0.0542323,-0.00654179,3.32868,95
210,0.0510291,-0.00623692,3.32867,95
310,0.0491538,-0.00570351,3.32867,95
510,0.0468187,-0.00460591,3.32867,95
810,0.0448169,-0.00298419,3.32866,95
1000,0.0439698,-0.00200809,3.32868,95
0.01,0.150647,-0.0641846,3.27547,30
0.02,0.126315,-0.049126,3.27975,30
0.03,0.116199,-0.0407453,3.27999,30
0.05,0.106585,-0.0320293,3.28039,30
0.08,0.0997072,-0.02591,3.28058,30
0.1,0.0968914,-0.0235205,3.28069,30
0.2,0.0895194,-0.017565,3.28083,30
0.3,0.0860551,-0.0148814,3.28085,30
0.5,0.0824265,-0.0121555,3.28092,30
0.8,0.0796831,-0.0102452,3.28096,30
1,0.0785299,-0.00950805,3.28102,30
2,0.0753984,-0.00782891,3.28105,30
3,0.0737673,-0.00720809,3.28111,30
5,0.0718304,-0.00669425,3.28113,30
8,0.0701375,-0.00648966,3.28116,30
10,0.0693501,-0.00647463,3.28118,30
11,0.0690018,-0.00650037,3.28118,30
21,0.0665547,-0.00683212,3.2812,30
31,0.0648469,-0.00719914,3.28119,30
61,0.0614425,-0.00768356,3.28121,30
81,0.059896,-0.00780762,3.28119,30
100,0.0587502,-0.00782503,3.28119,30
110,0.0581681,-0.0078065,3.28118,30
210,0.0544366,-0.00735568,3.28121,30
310,0.0522362,-0.00669408,3.2812,30
510,0.049603,-0.00538693,3.2812,30
810,0.0473348,-0.00353675,3.28121,30
1000,0.0463572,-0.00245308,3.28121,30
0.01,0.144324,-0.0642449,3.26636,25
0.02,0.119986,-0.0493042,3.27034,25
0.03,0.109785,-0.0408254,3.27048,25
0.05,0.100193,-0.0319224,3.2708,25
0.08,0.0934161,-0.0256905,3.27095,25
0.1,0.0906664,-0.023274,3.27106,25
0.2,0.0834825,-0.0173443,3.2712,25
0.3,0.0800939,-0.0147185,3.2712,25
0.5,0.076513,-0.0120844,3.27127,25
0.8,0.0737604,-0.0102139,3.27131,25
1,0.0725922,-0.00949426,3.27137,25
2,0.0693818,-0.00782468,3.2714,25
3,0.0677095,-0.00716265,3.27145,25
5,0.0657615,-0.00653524,3.27147,25
8,0.0640963,-0.00620046,3.27149,25
10,0.0633235,-0.00606415,3.27152,25
11,0.0630253,-0.00609408,3.27153,25
21,0.060772,-0.0061595,3.27154,25
31,0.0592389,-0.00633754,3.27155,25
61,0.056309,-0.00657923,3.27155,25
81,0.0549909,-0.00658093,3.27154,25
100,0.0540092,-0.00655116,3.27155,25
110,0.0535785,-0.00651161,3.27153,25
210,0.05051,-0.0060065,3.27154,25
310,0.0486767,-0.00540208,3.27154,25
510,0.0465422,-0.00422141,3.27155,25
810,0.0447059,-0.00256649,3.27153,25
1000,0.043937,-0.00158925,3.27154,25
0.01,0.162286,-0.0731289,3.22544,15
0.02,0.135734,-0.0556938,3.22943,15
0.03,0.124402,-0.0463621,3.22944,15
0.05,0.113425,-0.0367143,3.22972,15
0.08,0.105428,-0.0298944,3.22984,15
0.1,0.102122,-0.0272127,3.22991,15
0.2,0.0934634,-0.0205174,3.23003,15
0.3,0.089356,-0.0174873,3.23001,15
0.5,0.0850126,-0.0144097,3.23007,15
0.8,0.0816788,-0.0122062,3.23011,15
1,0.0802626,-0.0113411,3.23015,15
2,0.0763962,-0.00926839,3.23022,15
3,0.0744102,-0.00841132,3.23026,15
5,0.0721505,-0.00757508,3.2303,15
8,0.0702736,-0.00709214,3.23032,15
10,0.0694269,-0.00696784,3.23034,15
11,0.0690966,-0.00698898,3.23035,15
21,0.0665414,-0.00712753,3.23036,15
31,0.0647875,-0.00740517,3.23036,15
61,0.0613535,-0.00782546,3.23038,15
81,0.0597705,-0.00789726,3.23037,15
100,0.0585963,-0.00787804,3.23036,15
110,0.0580075,-0.00786614,3.23036,15
210,0.0543383,-0.00730397,3.23037,15
310,0.0521541,-0.0065863,3.23037,15
510,0.0495752,-0.00523174,3.23038,15
810,0.0473923,-0.0033964,3.23037,15
1000,0.0464687,-0.00231333,3.23036,15
0.01,0.164821,-0.0748543,3.19756,10
0.02,0.137732,-0.0567011,3.20165,10
0.03,0.126221,-0.0470582,3.20177,10
0.05,0.115137,-0.0371857,3.2021,10
0.08,0.107078,-0.0302611,3.20225,10
0.1,0.103744,-0.0275312,3.20235,10
0.2,0.0950299,-0.0208156,3.20248,10
0.3,0.0908691,-0.0177936,3.20247,10
0.5,0.0864365,-0.0147611,3.20253,10
0.8,0.0829743,-0.0125954,3.20258,10
1,0.0814964,-0.0117497,3.20264,10
2,0.0774012,-0.00969931,3.20268,10
3,0.0752822,-0.00879346,3.20273,10
5,0.0728694,-0.00784575,3.20275,10
8,0.0709334,-0.00727499,3.20279,10
10,0.0700679,-0.00709946,3.20281,10
11,0.0697346,-0.00709347,3.20282,10
21,0.0671932,-0.00713737,3.20282,10
31,0.0654556,-0.00733671,3.20285,10
61,0.0620783,-0.00768268,3.20285,10
81,0.0605705,-0.00773884,3.20283,10
100,0.0594256,-0.00771756,3.20284,10
110,0.0588863,-0.00768405,3.20284,10
210,0.0553084,-0.00717342,3.20284,10
310,0.0532694,-0.00654138,3.20283,10
510,0.0507821,-0.00538761,3.20283,10
810,0.0486768,-0.00380856,3.20284,10
1000,0.0477518,-0.00287166,3.20284,10
0.01,0.142923,-0.0600836,3.28097,35
0.02,0.119921,-0.0460025,3.28457,35
0.03,0.110463,-0.0379864,3.28469,35
0.05,0.101641,-0.0295791,3.28502,35
0.08,0.0954391,-0.0237061,3.28515,35
0.1,0.0929383,-0.0214414,3.28526,35
0.2,0.0864214,-0.0158877,3.28538,35
0.3,0.0833476,-0.013453,3.28541,35
0.5,0.080111,-0.0110315,3.28547,35
0.8,0.0776377,-0.00935373,3.28552,35
1,0.0765854,-0.00870873,3.28556,35
2,0.0736847,-0.0073209,3.28558,35
3,0.0721395,-0.00686134,3.28563,35
5,0.0702569,-0.00649521,3.28565,35
8,0.0685386,-0.00634881,3.28568,35
10,0.0677428,-0.00636541,3.28571,35
11,0.0674023,-0.00641587,3.28571,35
21,0.0649031,-0.00667572,3.28572,35
31,0.0632088,-0.00696106,3.28572,35
61,0.059923,-0.00736528,3.28573,35
81,0.0584434,-0.00739492,3.28572,35
100,0.0573194,-0.00738317,3.28572,35
110,0.0568111,-0.00737476,3.28574,35
210,0.0533336,-0.006747,3.28572,35
310,0.0513848,-0.00608071,3.28573,35
510,0.0490768,-0.0048585,3.28573,35
810,0.0471346,-0.00324236,3.28572,35
1000,0.0462991,-0.00230407,3.28573,35
0.01,0.120311,-0.0497664,3.32478,85
0.02,0.100361,-0.0378089,3.32701,85
0.03,0.0925568,-0.0305582,3.32693,85
0.05,0.0858085,-0.0228688,3.32712,85
0.08,0.0814617,-0.0176052,3.32725,85
0.1,0.0798065,-0.0156342,3.32736,85
0.2,0.0756027,-0.0110256,3.32748,85
0.3,0.0736718,-0.00912159,3.3275,85
0.5,0.0716493,-0.00727489,3.32756,85
0.8,0.0701248,-0.00603968,3.32759,85
1,0.0694861,-0.00556965,3.32765,85
2,0.0677322,-0.00454775,3.32768,85
3,0.066804,-0.00419338,3.32769,85
5,0.0657068,-0.00394424,3.32771,85
8,0.064684,-0.00388519,3.32773,85
10,0.064206,-0.00389225,3.32775,85
11,0.0639771,-0.00388164,3.32774,85
21,0.0625007,-0.00410377,3.32775,85
31,0.0615116,-0.00422998,3.32776,85
61,0.0595315,-0.00461638,3.32775,85
81,0.0586379,-0.0047048,3.32775,85
100,0.0579217,-0.00475996,3.32775,85
110,0.0575577,-0.0047812,3.32774,85
210,0.0552544,-0.00465741,3.32776,85
310,0.0538091,-0.00432766,3.32776,85
510,0.0519276,-0.00355156,3.32775,85
810,0.0501865,-0.00226686,3.32775,85
1000,0.0494352,-0.00143994,3.32777,85
0.01,0.118469,-0.0515934,3.32778,95
0.02,0.099611,-0.0375085,3.32975,95
0.03,0.0926272,-0.0298283,3.32983,95
0.05,0.0866125,-0.0220343,3.33009,95
0.08,0.0826957,-0.016839,3.33028,95
0.1,0.0811861,-0.0149259,3.33041,95
0.2,0.0773138,-0.0104595,3.33053,95
0.3,0.0755297,-0.00862583,3.33057,95
0.5,0.0736546,-0.00689462,3.33063,95
0.8,0.072223,-0.00574198,3.33067,95
1,0.0716297,-0.00531243,3.33071,95
2,0.0699979,-0.00442893,3.33074,95
3,0.0691365,-0.00417678,3.33075,95
5,0.0680609,-0.00410964,3.33078,95
8,0.0670315,-0.00424805,3.33079,95
10,0.0665021,-0.0044222,3.33082,95
11,0.0662796,-0.00448186,3.3308,95
21,0.0644569,-0.00513355,3.33082,95
31,0.0631202,-0.00560704,3.33083,95
61,0.060372,-0.00622565,3.33084,95
81,0.0591151,-0.00641804,3.33082,95
100,0.0581039,-0.00649108,3.33083,95
110,0.0576466,-0.0064895,3.33082,95
210,0.0544868,-0.00628392,3.33082,95
310,0.0525868,-0.00582688,3.33081,95
510,0.0503144,-0.004824,3.33084,95
810,0.0483334,-0.00340104,3.33081,95
1000,0.0474545,-0.00252068,3.33082,95
0.01,0.145589,-0.064632,3.27138,25
0.02,0.120842,-0.049855,3.27568,25
0.03,0.110434,-0.0414125,3.27585,25
0.05,0.100597,-0.0325325,3.27622,25
0.08,0.0936149,-0.0262937,3.27639,25
0.1,0.0907619,-0.0238609,3.27649,25
0.2,0.0832995,-0.0178347,3.27665,25
0.3,0.0797717,-0.0151353,3.27664,25
0.5,0.076059,-0.012392,3.27671,25
0.8,0.073238,-0.0104427,3.27676,25
1,0.0720431,-0.00968255,3.27681,25
2,0.0688147,-0.00791854,3.27686,25
3,0.0671378,-0.00717212,3.2769,25
5,0.0652023,-0.00648305,3.27694,25
8,0.0635821,-0.00612776,3.27695,25
10,0.0628284,-0.00605015,3.27698,25
11,0.0625084,-0.00601255,3.27699,25
21,0.0602653,-0.00613911,3.27699,25
31,0.0587825,-0.00631071,3.27701,25
61,0.0558913,-0.00658407,3.27702,25
81,0.054589,-0.00659305,3.277,25
100,0.0535823,-0.00659062,3.277,25
110,0.0531005,-0.00656724,3.277,25
210,0.049982,-0.00609715,3.277,25
310,0.0481493,-0.00544739,3.27701,25
510,0.045958,-0.00421211,3.277,25
810,0.0440863,-0.00249644,3.27701,25
1000,0.0433213,-0.00147419,3.277,25
0.01,0.11781,-0.0497146,3.32503,95
0.02,0.0986333,-0.0367983,3.3271,95
0.03,0.0914698,-0.0294458,3.32714,95
0.05,0.085316,-0.0218995,3.32741,95
0.08,0.0813103,-0.0168456,3.32754,95
0.1,0.0797624,-0.0149771,3.3277,95
0.2,0.0757789,-0.0105787,3.32781,95
0.3,0.0739346,-0.00876276,3.32786,95
0.5,0.0719927,-0.00703089,3.32792,95
0.8,0.0705294,-0.00586334,3.32795,95
1,0.0698985,-0.00543787,3.32797,95
2,0.0682089,-0.00453821,3.32802,95
3,0.0673219,-0.0042823,3.32803,95
5,0.0662029,-0.00419276,3.32807,95
8,0.0651398,-0.00434106,3.32807,95
10,0.064605,-0.00447761,3.32809,95
11,0.0643719,-0.00456701,3.32809,95
21,0.0625309,-0.0051636,3.3281,95
31,0.061225,-0.00562366,3.3281,95
61,0.0584614,-0.00625533,3.32811,95
81,0.0571554,-0.00643638,3.3281,95
100,0.0561762,-0.00655065,3.3281,95
110,0.0557374,-0.00653748,3.3281,95
210,0.0525452,-0.00638101,3.32809,95
310,0.0506119,-0.00593298,3.3281,95
510,0.048226,-0.00494025,3.3281,95
810,0.0461281,-0.00342166,3.3281,95
1000,0.045235,-0.00248276,3.32811,95
0.01,0.181574,-0.0700074,3.24433,20
0.02,0.155431,-0.0537554,3.24869,20
0.03,0.144146,-0.0447432,3.24884,20
0.05,0.133396,-0.0352461,3.24918,20
0.08,0.125741,-0.0285112,3.24933,20
0.1,0.122624,-0.0258818,3.24943,20
0.2,0.114527,-0.0194134,3.24959,20
0.3,0.110687,-0.0165451,3.24958,20
0.5,0.106614,-0.0136762,3.24964,20
0.8,0.103449,-0.0116554,3.24969,20
1,0.102095,-0.0108719,3.24978,20
2,0.0983352,-0.00904861,3.2498,20
3,0.0963516,-0.00829099,3.24985,20
5,0.094029,-0.00754267,3.24987,20
8,0.0920709,-0.00700623,3.2499,20
10,0.0912043,-0.0068025,3.24992,20
11,0.0908633,-0.00679374,3.24992,20
21,0.0884158,-0.00665644,3.24993,20
31,0.0869184,-0.00676765,3.24995,20
61,0.0840473,-0.00716393,3.24996,20
81,0.0826926,-0.00732522,3.24994,20
100,0.0817099,-0.00743615,3.24995,20
110,0.0812253,-0.00748805,3.24994,20
210,0.0779581,-0.00773614,3.24994,20
310,0.0758837,-0.00780149,3.24995,20
510,0.0731149,-0.00774507,3.24995,20
810,0.0703907,-0.00746165,3.24996,20
1000,0.0690932,-0.00720075,3.24996,20
0.01,0.13128,-0.106355,3.35795,100
0.02,0.112526,-0.0653391,3.3598,100
0.03,0.105038,-0.0496127,3.35995,100
0.05,0.09776,-0.035522,3.3603,100
0.08,0.0924884,-0.0266816,3.3605,100
0.1,0.0903635,-0.0234855,3.36062,100
0.2,0.0847297,-0.016016,3.36079,100
0.3,0.0821332,-0.0129475,3.36082,100
0.5,0.0794862,-0.0100165,3.36087,100
0.8,0.0775329,-0.00803247,3.36092,100
1,0.0767512,-0.00730162,3.36096,100
2,0.0746766,-0.00568924,3.36102,100
3,0.0736458,-0.00516784,3.36105,100
5,0.072397,-0.00483982,3.36107,100
8,0.071245,-0.00485504,3.36109,100
10,0.0706731,-0.00495601,3.36111,100
11,0.07041,-0.00499438,3.36113,100
21,0.0684493,-0.00556319,3.36112,100
31,0.0670526,-0.00599242,3.36112,100
61,0.0641485,-0.00669018,3.36114,100
81,0.0627738,-0.00687322,3.36113,100
100,0.0617346,-0.00696515,3.36112,100
110,0.0612646,-0.00702399,3.36112,100
210,0.0579108,-0.00680227,3.36112,100
310,0.0559041,-0.00638358,3.36112,100
510,0.0534131,-0.00544777,3.36111,100
810,0.0512486,-0.00405647,3.36111,100
1000,0.0503033,-0.00321285,3.36112,100
0.01,0.161713,-0.0556144,3.28613,50
0.02,0.139263,-0.0435958,3.28895,50
0.03,0.129865,-0.0361575,3.28878,50
0.05,0.121218,-0.0280315,3.28893,50
0.08,0.115342,-0.0222825,3.289,50
0.1,0.113019,-0.0200765,3.28908,50
0.2,0.107029,-0.0146978,3.28918,50
0.3,0.104245,-0.0123738,3.28918,50
0.5,0.101307,-0.0100629,3.28923,50
0.8,0.0990828,-0.00845966,3.28927,50
1,0.0981495,-0.00785285,3.28931,50
2,0.0955788,-0.00651959,3.28934,50
3,0.0942173,-0.00606223,3.28938,50
5,0.092569,-0.00571716,3.2894,50
8,0.0910855,-0.00559435,3.28942,50
10,0.0903529,-0.00556036,3.28945,50
11,0.0900603,-0.00556779,3.28944,50
21,0.0879618,-0.00576735,3.28946,50
31,0.0865542,-0.00601243,3.28945,50
61,0.0839445,-0.00652372,3.28946,50
81,0.0827474,-0.00675791,3.28947,50
100,0.0818002,-0.00690241,3.28946,50
110,0.0813776,-0.00698016,3.28944,50
210,0.0782592,-0.00732733,3.28946,50
310,0.0762937,-0.00747794,3.28944,50
510,0.0736508,-0.00756556,3.28946,50
810,0.0709514,-0.00743182,3.28946,50
1000,0.0696456,-0.00726152,3.28945,50
0.01,0.139517,-0.0633024,3.31926,70
0.02,0.116848,-0.0461182,3.32335,70
0.03,0.108047,-0.037113,3.3238,70
0.05,0.100117,-0.0280406,3.32428,70
0.08,0.0947397,-0.0219106,3.32455,70
0.1,0.0925988,-0.0196006,3.32472,70
0.2,0.0870763,-0.014065,3.3249,70
0.3,0.0845067,-0.0117003,3.32494,70
0.5,0.0818536,-0.00938801,3.32501,70
0.8,0.0798611,-0.00779945,3.32507,70
1,0.0790272,-0.00720448,3.32512,70
2,0.0767748,-0.00592256,3.32517,70
3,0.0755958,-0.00553131,3.32521,70
5,0.0741499,-0.00530319,3.32523,70
8,0.0728032,-0.00533318,3.32524,70
10,0.0721326,-0.00543034,3.32526,70
11,0.0718394,-0.00549041,3.32527,70
21,0.0696743,-0.0060001,3.32528,70
31,0.0681474,-0.00637989,3.32528,70
61,0.0650611,-0.00698579,3.32529,70
81,0.063656,-0.00713985,3.32528,70
100,0.0625801,-0.00720315,3.32527,70
110,0.0620839,-0.0071978,3.32529,70
210,0.0586744,-0.00692034,3.32527,70
310,0.0566446,-0.00641573,3.32528,70
510,0.0542232,-0.00542403,3.32527,70
810,0.0520924,-0.00404467,3.32529,70
1000,0.0511834,-0.00322184,3.32528,70
0.01,0.155475,-0.0644288,3.25946,25
0.02,0.131435,-0.0494177,3.26323,25
0.03,0.121278,-0.0411032,3.26332,25
0.05,0.111551,-0.0323877,3.26361,25
0.08,0.104568,-0.0262441,3.26376,25
0.1,0.101705,-0.0238439,3.26385,25
0.2,0.0942197,-0.0179117,3.26399,25
0.3,0.0906679,-0.0152623,3.26397,25
0.5,0.0869113,-0.0125841,3.26404,25
0.8,0.0840236,-0.0107012,3.26408,25
1,0.0827956,-0.00998498,3.26413,25
2,0.079399,-0.00832325,3.26417,25
3,0.0776041,-0.00765146,3.26422,25
5,0.0755022,-0.0070936,3.26425,25
8,0.0736871,-0.00673437,3.26426,25
10,0.0728397,-0.00669102,3.2643,25
11,0.072494,-0.00667089,3.2643,25
